PERIOD,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,FIRM,FIRM_TYPE,PAYMENT INSTRUMENT,SPEED ACTUAL,CC1 LCU AMOUNT,CC1 DENOMINATION AMOUNT,CC1 LCU CODE,CC1 LCU FEE,CC1 LCU FX RATE,CC1 FX MARGIN,CC1 TOTAL COST %,CC2 LCU AMOUNT,CC2 DENOMINATION AMOUNT,CC2 LCU CODE,CC2 LCU FEE,CC2 LCU FX RATE,CC2 FX MARGIN,CC2 TOTAL COST %,INTER LCU BANK FX,TRANSPARENT,NOTE1,NOTE2,PICK-UP METHOD,DATE,CORRIDOR
2017_4Q,TZA,Tanzania,RWA,Rwanda,Tigo,Mobile Operator,Mobile money,Less than one hour,324500,200,TZS,1000,0.00044,0.87,1.18,811000,500,TZS,3000,0.00044,0.87,1.24,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2017-11-09,TZARWA
2017_4Q,TZA,Tanzania,RWA,Rwanda,Xpress Money,Money Transfer Operator,Cash,Same day,324500,200,TZS,11000,0.31406,17.61,21,811000,500,TZS,28000,0.31406,17.61,21.06,0.38119,yes,,,Cash,2017-11-09,TZARWA
2017_4Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Same day,324500,200,TZS,32440,0.000435,1.99,11.99,811000,500,TZS,32440,0.000435,1.99,5.99,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account (same/partner bank),2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,Bank account transfer,Next day,324500,200,TZS,56780,1,0,17.5,811000,500,TZS,56780,1,0,7,1,no,"This RSP is not transparent: the exchange rate applied to the transaction was not disclosed. The 0% in the exchange rate margin does NOT necessarily mean that there is no exchange rate cost, but rather that this cost is not disclosed to the sender at the time of sending.",,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,324500,200,TZS,64880,0.000435,1.99,21.99,811000,500,TZS,64880,0.000435,1.99,9.99,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,National Bank of Commerce Ltd (NBC),Bank,Bank account transfer,Next day,324500,200,TZS,81100,0.00044,0.87,25.86,811000,500,TZS,81100,0.00044,0.87,10.87,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,Bank account transfer,Next day,324500,200,TZS,81100,0.0004343,2.15,27.14,811000,500,TZS,81100,0.0004343,2.15,12.15,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,Bank account transfer,Next day,324500,200,TZS,90870,0.00043,3.12,31.12,811000,500,TZS,90870,0.00043,3.12,14.32,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,Bank account transfer,Next day,324500,200,TZS,89230,0.000438,1.32,28.82,811000,500,TZS,89230,0.000438,1.32,12.32,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,20650,1.5802,2.38,8.74,811000,500,TZS,44250,1.5802,2.38,7.83,1.61868,yes,,,Cash,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Western Union,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17660,0.000433,2.44,7.89,811000,500,TZS,29770,0.000433,2.44,6.11,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash,Less than one hour,324500,200,TZS,24000,0.000434,2.22,9.61,811000,500,TZS,48000,0.000434,2.22,8.14,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,UBA Africash,Bank,Cash,Same day,324500,200,TZS,10850,0.000438,1.32,4.66,811000,500,TZS,18100,0.000438,1.32,3.55,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2017-11-09,TZAUGA
2017_4Q,TZA,Tanzania,UGA,Uganda,Xpress Money,Money Transfer Operator,Cash,Same day,324500,200,TZS,11000,1.59297,1.59,4.98,811000,500,TZS,28000,1.59297,1.59,5.04,1.61868,yes,,,Cash,2017-11-09,TZAUGA
2018_1Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Less than one hour,324500,200,TZS,32440,0.000438,1.24,11.23,811000,500,TZS,32440,0.000438,1.24,5.24,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account (same/partner bank),2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,324500,200,TZS,64880,0.000438,1.24,21.23,811000,500,TZS,64880,0.000438,1.24,9.24,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAKEN
2018_1Q,KEN,Kenya,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,315,8.075,3.74,5.49,45000,500,KES,787.5,8.075,3.74,5.49,8.3891,yes,,,Cash,2018-02-16,KENRWA
2018_1Q,KEN,Kenya,RWA,Rwanda,Ecobank,Bank,Cash,Next day,18000,200,KES,2700,0.00974,1.41,16.41,45000,500,KES,2700,0.00974,1.41,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENRWA
2018_1Q,KEN,Kenya,RWA,Rwanda,Western Union,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,1320,0.00973,1.52,8.85,45000,500,KES,2640,0.00973,1.52,7.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENRWA
2018_1Q,KEN,Kenya,UGA,Uganda,GT Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00951,3.74,12.91,45000,500,KES,1650,0.00951,3.74,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Development Bank of Kenya,Bank,Bank account transfer,Next day,18000,200,KES,2053,0.00973,1.52,12.92,45000,500,KES,2133,0.00973,1.52,6.26,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Equatorial Commercial Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,United Bank for Africa (UBA),Bank,Bank account transfer,Next day,18000,200,KES,1650,0.0097645,1.17,10.33,45000,500,KES,1650,0.0097645,1.17,4.83,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,18000,200,KES,2200,0.00981,0.71,12.93,45000,500,KES,2200,0.00981,0.71,5.59,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,ABC Bank,Money Transfer Operator,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Citibank,Bank,Bank account transfer,Next day,18000,200,KES,1800,0.0096252,2.58,12.58,45000,500,KES,1800,0.0096252,2.58,6.58,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Ecobank,Bank,Cash,Same day,18000,200,KES,2700,0.00974,1.41,16.41,45000,500,KES,2700,0.00974,1.41,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,UBA Africash,Bank,Cash,Less than one hour,18000,200,KES,514.5,0.0097645,1.17,4.02,45000,500,KES,834.83,0.0097645,1.17,3.02,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Posta Kenya,Post office,Cash,2 days,18000,200,KES,1740,0.0097426,1.39,11.05,45000,500,KES,2900,0.0097426,1.39,7.83,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,315,34.937,2.7,4.45,45000,500,KES,787.5,34.937,2.7,4.45,35.9055,yes,,,Cash,2018-02-16,KENUGA
2018_1Q,KEN,Kenya,UGA,Uganda,Western Union,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,1320,0.00973,1.52,8.85,45000,500,KES,2640,0.00973,1.52,7.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENUGA
2018_1Q,TZA,Tanzania,KEN,Kenya,National Bank of Commerce Ltd (NBC),Bank,Bank account transfer,Next day,324500,200,TZS,81100,0.00043102,2.81,27.8,811000,500,TZS,81100,0.00043102,2.81,12.81,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,Stanbic Bank,Bank,Bank account transfer,Next day,324500,200,TZS,89230,0.00043885,1.04,28.54,811000,500,TZS,89230,0.00043885,1.04,12.05,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,UBA Africash,Bank,Cash,Same day,324500,200,TZS,10850,0.000437,1.46,4.8,811000,500,TZS,18100,0.000437,1.46,3.69,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,Western Union,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17660,0.000433,2.36,7.8,811000,500,TZS,29770,0.000433,2.36,6.03,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,MoneyGram,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17500,0.04385926,2.29,7.69,811000,500,TZS,37500,0.04385927,2.29,6.92,0.04489,yes,,,Cash,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,KEN,Kenya,Tanzania Postal Corporation,Post office,Cash,Next day,324500,200,TZS,28000,0.000433,2.36,10.99,811000,500,TZS,48000,0.000433,2.36,8.28,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAKEN
2018_1Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Same day,324500,200,TZS,32440,0.000438,1.24,11.23,811000,500,TZS,32440,0.000438,1.24,5.24,0.00044,yes,Service for members,,Bank account (same/partner bank),2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Barclays,Bank,Bank account transfer,Next day,324500,200,TZS,56780,0.000437,1.46,18.96,811000,500,TZS,56780,0.000437,1.46,8.46,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,324500,200,TZS,64880,0.000438,1.24,21.23,811000,500,TZS,64880,0.000438,1.24,9.24,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,National Bank of Commerce Ltd (NBC),Bank,Bank account transfer,Next day,324500,200,TZS,81100,0.00043102,2.81,27.8,811000,500,TZS,81100,0.00043102,2.81,12.81,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,Bank account transfer,Next day,324500,200,TZS,81100,0.00043459,2,27,811000,500,TZS,81100,0.00043459,2,12,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Cooperative Rural Development Bank (CRDB),Bank,Bank account transfer,Next day,324500,200,TZS,90870,0.000435775,1.74,29.74,811000,500,TZS,90870,0.000435775,1.74,12.94,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Stanbic Bank,Bank,Bank account transfer,Next day,324500,200,TZS,89230,0.00043885,1.04,28.54,811000,500,TZS,89230,0.00043885,1.04,12.05,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17500,0.36646243,2.95,8.34,811000,500,TZS,37500,0.36646243,2.95,7.57,0.3776,yes,,,Cash,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Western Union,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17660,0.000433,2.36,7.8,811000,500,TZS,29770,0.000433,2.36,6.03,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,RWA,Rwanda,Tanzania Postal Corporation,Post office,Cash,Next day,324500,200,TZS,28000,0.000433,2.36,10.99,811000,500,TZS,48000,0.000433,2.36,8.28,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Same day,324500,200,TZS,32440,0.000438,1.24,11.23,811000,500,TZS,32440,0.000438,1.24,5.24,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account (same/partner bank),2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,Bank account transfer,Next day,324500,200,TZS,56780,0.000437,1.46,18.96,811000,500,TZS,56780,0.000437,1.46,8.46,0.00044,yes,,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,324500,200,TZS,64880,0.000438,1.24,21.23,811000,500,TZS,64880,0.000438,1.24,9.24,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,National Bank of Commerce Ltd (NBC),Bank,Bank account transfer,Next day,324500,200,TZS,81100,0.00043102,2.81,27.8,811000,500,TZS,81100,0.00043102,2.81,12.81,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,Bank account transfer,Next day,324500,200,TZS,81100,0.00043459,2,27,811000,500,TZS,81100,0.00043459,2,12,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,Bank account transfer,Next day,324500,200,TZS,90870,0.000435775,1.74,29.74,811000,500,TZS,90870,0.000435775,1.74,12.94,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,Bank account transfer,Next day,324500,200,TZS,89230,0.00043885,1.04,28.54,811000,500,TZS,89230,0.00043885,1.04,12.05,0.00044,yes,This RSP's fees are quoted only in USD.,,Bank account,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17500,1.58545763,2.24,7.63,811000,500,TZS,37500,1.58545763,2.24,6.86,1.6218,yes,,,Cash,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Western Union,Money Transfer Operator,Cash,Less than one hour,324500,200,TZS,17660,0.000433,2.36,7.8,811000,500,TZS,29770,0.000433,2.36,6.03,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash,Less than one hour,324500,200,TZS,28000,0.000433,2.36,10.99,811000,500,TZS,48000,0.000433,2.36,8.28,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,RWA,Rwanda,UBA Africash,Bank,Cash,Same day,324500,200,TZS,10850,0.000437,1.46,4.8,811000,500,TZS,18100,0.000437,1.46,3.69,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZARWA
2018_1Q,TZA,Tanzania,UGA,Uganda,UBA Africash,Bank,Cash,Same day,324500,200,TZS,10850,0.000437,1.46,4.8,811000,500,TZS,18100,0.000437,1.46,3.69,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAUGA
2018_1Q,TZA,Tanzania,KEN,Kenya,M-Pesa,Mobile Operator,Mobile money,Less than one hour,324500,200,TZS,1200,0.00043102,2.81,3.18,811000,500,TZS,2250,0.00043102,2.81,3.09,0.00044,yes,This RSP sends TZS and pays out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-15,TZAKEN
2018_1Q,KEN,Kenya,TZA,Tanzania,ABC Bank,Money Transfer Operator,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Citibank,Bank,Bank account transfer,Next day,18000,200,KES,1800,0.0096252,2.58,12.58,45000,500,KES,1800,0.0096252,2.58,6.58,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Development Bank of Kenya,Bank,Bank account transfer,Next day,18000,200,KES,2053,0.00973,1.52,12.92,45000,500,KES,2133,0.00973,1.52,6.26,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Ecobank,Bank,Cash,Next day,18000,200,KES,2700,0.00974,1.41,16.41,45000,500,KES,2700,0.00974,1.41,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Equatorial Commercial Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,GT Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00951,3.74,12.91,45000,500,KES,1650,0.00951,3.74,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,18000,200,KES,2200,0.00981,0.71,12.93,45000,500,KES,2200,0.00981,0.71,5.59,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,MoneyGram,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,315,21.6581,2.59,4.34,45000,500,KES,787.5,21.6581,2.59,4.34,22.23436,yes,,,Cash,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Posta Kenya,Post office,Cash,2 days,18000,200,KES,1740,0.0097426,1.39,11.05,45000,500,KES,2900,0.0097426,1.39,7.83,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,UBA Africash,Bank,Cash,Less than one hour,18000,200,KES,514.5,0.0097645,1.17,4.02,45000,500,KES,834.83,0.0097645,1.17,3.02,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,United Bank for Africa (UBA),Bank,Bank account transfer,Next day,18000,200,KES,1650,0.0097645,1.17,10.33,45000,500,KES,1650,0.0097645,1.17,4.83,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,TZA,Tanzania,Western Union,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,1320,0.00973,1.52,8.85,45000,500,KES,2640,0.00973,1.52,7.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENTZA
2018_1Q,KEN,Kenya,SSD,South Sudan,ABC Bank,Money Transfer Operator,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,Citibank,Bank,Bank account transfer,Next day,18000,200,KES,1800,0.0096252,2.58,12.58,45000,500,KES,1800,0.0096252,2.58,6.58,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,Development Bank of Kenya,Bank,Bank account transfer,Next day,18000,200,KES,2053,0.00973,1.52,12.92,45000,500,KES,2133,0.00973,1.52,6.26,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,Ecobank,Bank,Cash,Next day,18000,200,KES,2700,0.00974,1.41,16.41,45000,500,KES,2700,0.00974,1.41,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,Equatorial Commercial Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00971,1.72,10.88,45000,500,KES,1650,0.00971,1.72,5.38,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,GT Bank,Bank,Bank account transfer,Next day,18000,200,KES,1650,0.00951,3.74,12.91,45000,500,KES,1650,0.00951,3.74,7.41,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,Kenya Commercial Bank (KCB),Bank,Bank account transfer,Next day,18000,200,KES,2200,0.00981,0.71,12.93,45000,500,KES,2200,0.00981,0.71,5.59,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,MoneyGram,Money Transfer Operator,Cash,Less than one hour,18000,200,KES,315,0.0096,2.83,4.58,45000,500,KES,787.5,0.0096,2.83,4.58,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Cash,2018-02-16,KENSSD
2018_1Q,KEN,Kenya,SSD,South Sudan,United Bank for Africa (UBA),Bank,Bank account transfer,Next day,18000,200,KES,1650,0.0097645,1.17,10.33,45000,500,KES,1650,0.0097645,1.17,4.83,0.00988,yes,In this corridor most RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Bank account,2018-02-16,KENSSD
